date,pm25,pm10,o3,no2,so2,co
2020-10-18,26.0,20.0,14.470588235294118,12.0,7.0,6.0
2020-10-19,28.0,20.0,14.441176470588236,14.0,9.0,5.0
2020-10-20,25.0,21.0,14.411764705882353,15.0,8.0,6.0
2020-10-21,25.0,36.0,14.382352941176471,20.0,10.0,7.0
2020-10-22,46.0,51.0,14.352941176470589,27.0,10.0,12.0
2020-10-23,75.0,53.0,14.323529411764707,29.0,11.0,11.0
2020-10-24,80.0,48.0,14.294117647058824,19.0,9.0,7.0
2020-10-25,76.0,33.0,14.264705882352942,17.0,7.0,6.0
2020-10-26,55.0,37.0,14.235294117647058,23.0,7.0,12.0
2020-10-27,57.0,38.0,14.205882352941176,15.0,7.0,8.0
2020-10-28,60.0,25.0,14.176470588235293,12.0,7.0,5.0
2020-10-29,44.0,13.0,14.147058823529411,13.0,7.0,7.0
2020-10-30,24.0,23.0,14.117647058823529,15.0,7.0,10.0
2020-10-31,35.0,47.0,14.088235294117647,22.0,8.0,11.0
2020-11-01,74.0,37.0,14.058823529411764,18.0,8.0,10.0
2020-11-02,62.0,19.0,14.029411764705882,14.0,9.0,6.0
2020-11-03,26.0,36.0,14.0,22.0,6.0,11.0
2020-11-04,56.0,54.0,15.0,34.0,3.0,14.0
2020-11-05,91.0,59.0,13.0,31.0,2.0,14.0
2020-11-06,112.0,31.0,18.0,17.0,2.0,9.0
2020-11-07,53.0,26.0,25.0,18.0,3.0,7.0
2020-11-08,47.0,32.0,29.0,24.0,5.0,8.0
2020-11-09,54.0,38.0,30.0,25.0,7.0,8.0
2020-11-10,65.0,40.0,26.0,30.0,7.0,11.0
2020-11-11,60.0,45.0,39.0,31.0,5.0,11.0
2020-11-12,73.0,41.0,34.0,30.0,5.0,10.0
2020-11-13,66.0,39.0,31.0,24.0,5.0,8.0
2020-11-14,67.0,26.0,21.0,14.0,1.0,6.0
2020-11-15,49.0,23.0,3.0,12.0,1.0,10.0
2020-11-16,45.0,23.0,6.0,15.0,1.0,13.0
2020-11-17,37.0,22.0,5.0,13.0,1.0,10.0
2020-11-18,30.0,26.0,4.0,13.0,1.0,12.0
2020-11-19,36.0,25.0,4.0,13.0,1.0,11.0
2020-11-20,35.0,19.0,5.0,12.0,1.0,6.0
2020-11-21,26.0,23.0,6.0,14.0,1.0,6.0
2020-11-22,34.0,31.0,5.0,19.0,1.0,10.0
2020-11-23,38.0,32.0,4.0,24.0,2.0,9.0
2020-11-24,47.0,37.0,8.0,28.0,2.0,8.0
2020-11-25,60.0,34.0,5.0,29.0,1.0,8.0
2020-11-26,50.0,35.0,18.0,24.0,2.0,7.0
2020-11-27,59.0,25.0,12.0,14.0,2.0,5.0
2020-11-28,44.0,20.0,18.0,14.0,2.0,4.0
2020-11-29,34.0,27.0,21.0,20.0,3.0,5.0
2020-11-30,46.0,40.0,15.0,27.0,6.0,7.0
2020-12-01,70.0,46.0,12.0,27.0,4.0,8.0
2020-12-02,84.0,37.0,13.0,20.0,3.0,7.0
2020-12-03,70.0,23.0,15.0,18.0,3.0,6.0
2020-12-04,42.0,27.0,16.0,19.0,3.0,6.0
2020-12-05,50.0,43.0,19.0,26.0,4.0,7.0
2020-12-06,82.0,50.0,26.0,25.0,4.0,7.0
2020-12-07,100.0,40.0,17.0,26.0,4.0,8.0
2020-12-08,78.0,50.0,14.0,34.0,4.0,11.0
2020-12-09,103.0,55.0,24.0,38.0,6.0,11.0
2020-12-10,113.0,49.0,16.0,32.0,4.0,12.0
2020-12-11,103.0,37.0,13.0,28.0,4.0,9.0
2020-12-12,73.0,32.0,8.0,21.0,2.0,8.0
2020-12-13,63.0,26.0,5.0,16.0,2.0,8.0
2020-12-14,49.0,13.0,5.0,11.0,1.0,7.0
2020-12-15,25.0,13.0,6.0,9.0,2.0,6.0
2020-12-16,26.0,17.0,7.0,8.0,1.0,5.0
2020-12-17,34.0,20.0,8.0,8.0,1.0,5.0
2020-12-18,38.0,24.0,15.0,11.0,2.0,5.0
2020-12-19,47.0,26.0,20.0,12.0,3.0,4.0
2020-12-20,50.0,34.0,25.0,18.0,4.0,7.0
2020-12-21,66.0,48.0,25.0,28.0,4.0,9.0
2020-12-22,96.0,48.0,12.0,30.0,8.0,11.0
2020-12-23,98.0,37.0,16.0,23.0,4.0,9.0
2020-12-24,74.0,51.0,13.0,32.0,8.0,13.0
2020-12-25,107.0,48.0,5.0,28.0,6.0,13.0
2020-12-26,95.0,50.0,3.0,17.0,3.0,12.0
2020-12-27,102.0,27.0,6.0,16.0,2.0,12.0
2020-12-28,54.0,17.0,6.0,17.0,2.0,10.0
2020-12-29,33.0,24.0,14.0,16.0,3.0,9.0
2020-12-30,43.0,31.0,17.0,24.0,6.0,9.0
2020-12-31,58.0,43.0,29.0,23.0,6.0,10.0
2021-01-01,86.0,66.0,30.0,26.0,7.0,11.0
2021-01-02,143.0,63.0,18.0,23.0,7.0,9.0
2021-01-03,136.0,62.0,22.0,26.0,8.0,10.0
2020-07-01,33.0,30.0,17.0,17.0,2.0,11.0
2020-07-02,32.0,24.0,18.0,14.0,2.0,10.0
2020-07-03,24.0,19.0,17.0,15.0,2.0,10.0
2020-07-04,24.0,21.0,16.0,11.0,2.0,8.0
2020-07-05,23.0,20.0,19.0,9.0,2.0,6.0
2020-07-06,20.0,26.0,23.0,10.0,2.0,6.0
2020-07-07,27.0,27.0,18.0,11.0,2.0,7.0
2020-07-08,24.0,32.0,18.0,10.0,2.0,7.0
2020-07-09,23.0,35.0,18.0,11.0,2.0,8.0
2020-07-10,22.0,43.0,18.0,13.0,4.0,10.0
2020-07-11,29.0,37.0,20.0,13.0,2.0,10.0
2020-07-12,34.0,34.0,24.0,14.0,2.0,8.0
2020-07-13,32.0,29.0,31.0,17.0,2.0,8.0
2020-07-14,31.0,27.0,24.0,11.0,2.0,6.0
2020-07-15,27.0,25.0,22.0,7.0,2.0,6.0
2020-07-16,24.0,26.0,22.0,8.0,2.0,6.0
2020-07-17,22.0,27.0,23.0,8.0,2.0,5.0
2020-07-18,24.0,28.0,22.0,8.0,2.0,5.0
2020-07-19,26.0,24.0,20.0,9.0,2.0,10.0
2020-07-20,29.0,24.0,14.0,6.0,4.0,7.0
2020-07-21,27.0,21.0,14.0,5.0,3.0,6.0
2020-07-22,20.0,21.0,14.0,5.875,3.0,6.0
2020-07-23,19.0,24.0,14.0,6.75,3.0,8.0
2020-07-24,25.0,25.0,16.0,7.625,3.0,6.0
2020-07-25,21.0,21.0,15.0,8.5,3.0,6.0
2020-07-26,23.0,42.0,15.0,9.375,4.0,10.0
2020-07-27,51.0,53.0,28.0,10.25,4.0,12.0
2020-07-28,76.0,44.0,16.0,11.125,3.0,13.0
2020-07-29,54.0,37.0,15.0,12.0,3.0,11.0
2020-07-30,44.0,33.0,16.0,16.0,3.0,9.0
2020-07-31,43.0,24.0,14.0,9.0,3.0,4.0
2020-08-01,31.0,10.0,13.0,6.0,3.0,4.0
2020-08-02,15.0,20.0,13.0,10.0,4.0,12.0
2020-08-03,32.0,19.0,12.0,9.0,4.0,13.0
2020-08-04,27.0,20.0,13.0,10.0,3.0,15.0
2020-08-05,29.0,13.0,12.0,8.0,3.0,13.0
2020-08-06,20.0,15.0,12.0,6.0,3.0,14.0
2020-08-07,21.0,20.0,13.0,6.0,3.0,21.0
2020-08-08,24.0,19.0,13.0,8.0,3.0,21.0
2020-08-09,23.0,24.0,17.0,14.0,3.0,21.0
2020-08-10,26.0,19.0,8.0,19.0,4.0,11.0
2020-08-11,14.0,21.0,12.0,12.0,4.0,10.0
2020-08-12,23.0,13.0,12.0,11.0,3.0,9.0
2020-08-13,17.0,13.0,11.0,7.0,4.0,10.0
2020-08-14,19.0,16.0,6.0,8.0,4.0,10.0
2020-08-15,22.0,32.0,6.0,9.0,4.0,9.0
2020-08-16,43.0,13.0,6.0,9.0,4.0,10.0
2020-08-17,19.0,8.0,5.978260869565218,8.0,4.0,11.0
2020-08-18,13.0,21.0,5.956521739130435,12.0,4.0,14.0
2020-08-19,28.0,30.0,5.934782608695652,12.0,4.0,8.0
2020-08-20,41.0,19.0,5.913043478260869,17.0,4.0,14.0
2020-08-21,23.0,19.0,5.891304347826087,11.0,4.0,7.0
2020-08-22,26.0,24.0,5.869565217391305,10.0,4.0,8.0
2020-08-23,32.0,22.0,5.8478260869565215,12.0,4.0,9.0
2020-08-24,26.0,19.0,5.826086956521739,9.0,4.0,7.0
2020-08-25,21.0,26.0,5.804347826086957,13.0,4.0,7.0
2020-08-26,30.0,39.0,5.782608695652174,16.0,4.0,7.0
2020-08-27,50.0,30.0,5.760869565217392,15.0,4.0,11.0
2020-08-28,38.0,26.0,5.739130434782608,15.0,4.0,9.0
2020-08-29,32.0,30.0,5.717391304347826,17.0,5.0,8.0
2020-08-30,37.0,32.0,5.695652173913043,14.0,5.0,9.0
2020-08-31,40.0,32.0,5.673913043478261,18.0,5.0,9.0
2020-09-01,40.0,51.0,5.6521739130434785,15.0,4.0,7.0
2020-09-02,76.0,48.0,5.630434782608695,21.0,4.0,11.0
2020-09-03,71.0,38.0,5.608695652173913,18.0,4.0,12.0
2020-09-04,55.0,28.0,5.586956521739131,12.0,4.0,7.0
2020-09-05,35.0,23.0,5.565217391304348,13.0,4.0,7.0
2020-09-06,28.0,12.0,5.543478260869565,12.0,4.0,7.0
2020-09-07,17.0,36.0,5.521739130434782,19.0,5.0,12.0
2020-09-08,47.0,23.0,5.5,14.0,6.0,11.0
2020-09-09,30.0,24.0,5.478260869565218,10.0,5.0,11.0
2020-09-10,31.0,23.0,5.456521739130435,15.0,5.0,12.0
2020-09-11,28.0,22.0,5.434782608695652,11.0,4.0,11.0
2020-09-12,28.0,17.0,5.413043478260869,9.0,4.0,9.0
2020-09-13,25.0,18.0,5.391304347826087,10.0,5.0,13.0
2020-09-14,23.0,18.0,5.369565217391305,9.0,5.0,10.0
2020-09-15,22.0,21.0,5.3478260869565215,10.0,5.0,11.0
2020-09-16,25.0,28.0,5.326086956521739,14.0,5.0,12.0
2020-09-17,33.0,12.0,5.304347826086957,6.0,5.0,3.0
2020-09-18,15.0,12.0,5.282608695652174,7.0,5.0,5.0
2020-09-19,18.0,24.0,5.260869565217392,9.0,5.0,10.0
2020-09-20,36.0,28.0,5.239130434782608,10.0,6.0,12.0
2020-09-21,40.0,14.0,5.217391304347826,8.0,5.0,11.0
2020-09-22,19.0,20.0,5.195652173913043,9.0,6.0,12.0
2020-09-23,27.0,14.0,5.173913043478261,10.0,5.0,7.0
2020-09-24,19.0,27.0,5.1521739130434785,13.0,6.0,10.0
2020-09-25,37.0,16.0,5.130434782608695,10.0,5.0,9.0
2020-09-26,22.0,13.0,5.108695652173913,6.0,5.0,6.0
2020-09-27,20.0,22.0,5.086956521739131,15.0,5.0,10.0
2020-09-28,32.0,31.0,5.065217391304348,16.0,5.0,11.0
2020-09-29,44.0,22.0,5.043478260869565,13.0,5.0,12.0
2020-09-30,28.0,16.0,5.021739130434782,13.0,5.0,14.0
2020-04-01,65.0,28.0,5.0,3.0,5.0,6.0
2020-04-02,54.0,25.0,7.0,6.0,5.0,8.0
2020-04-03,48.0,15.0,6.0,2.0,5.0,4.0
2020-04-04,28.0,8.0,13.0,1.0,5.0,4.0
2020-04-05,14.0,18.0,11.0,6.0,5.0,6.0
2020-04-06,34.0,36.0,21.0,7.0,5.0,6.0
2020-04-07,69.0,46.0,17.0,12.0,5.0,9.0
2020-04-08,89.0,41.0,25.0,11.0,6.0,8.0
2020-04-09,76.0,33.0,23.0,11.0,6.0,8.0
2020-04-10,60.0,22.0,18.0,6.0,5.0,6.0
2020-04-11,42.0,17.0,22.0,5.0,5.0,4.0
2020-04-12,31.0,22.0,20.0,5.0,5.0,4.0
2020-04-13,42.0,26.0,38.0,6.0,6.0,5.0
2020-04-14,48.0,31.0,32.0,8.0,7.0,6.0
2020-04-15,57.0,26.0,17.0,6.0,4.0,8.0
2020-04-16,49.0,15.0,14.0,2.0,4.0,5.0
2020-04-17,28.0,14.0,17.0,3.0,4.0,5.0
2020-04-18,27.0,17.0,13.0,1.0,4.0,6.0
2020-04-19,33.0,13.0,14.0,3.0,34.0,5.0
2020-04-20,25.0,15.0,14.0,4.0,24.0,7.0
2020-04-21,24.0,10.0,13.0,5.0,15.0,8.0
2020-04-22,12.0,6.0,17.0,2.0,6.0,5.0
2020-04-23,7.0,6.0,16.0,2.0,10.0,4.0
2020-04-24,11.0,11.0,22.0,3.0,6.0,5.0
2020-04-25,15.0,10.0,18.0,3.0,6.0,5.0
2020-04-26,14.0,11.0,27.0,8.0,7.0,8.0
2020-04-27,17.0,44.0,37.0,11.0,16.0,8.0
2020-04-28,55.0,67.0,42.0,10.0,11.0,10.0
2020-04-29,99.0,48.0,24.0,5.0,6.0,8.0
2020-04-30,61.0,35.0,12.0,6.0,5.0,8.0
2020-05-01,49.0,40.0,23.0,3.0,5.0,6.0
2020-05-02,47.0,33.0,16.0,4.0,5.0,8.0
2020-05-03,41.0,36.0,21.0,7.0,5.0,8.0
2020-05-04,40.0,39.0,17.0,6.0,5.0,10.0
2020-05-05,47.0,37.0,13.0,4.0,5.0,10.0
2020-05-06,42.0,41.0,13.0,5.0,5.0,10.0
2020-05-07,51.0,40.0,17.0,5.0,5.0,9.0
2020-05-08,46.0,40.0,18.0,5.0,5.0,10.0
2020-05-09,52.0,39.0,25.0,4.0,5.0,7.0
2020-05-10,44.0,32.0,14.0,5.0,5.0,10.0
2020-05-11,37.0,25.0,14.0,5.0,5.0,9.0
2020-05-12,30.0,28.0,15.0,4.0,6.0,9.0
2020-05-13,32.0,23.0,19.0,4.0,6.0,8.0
2020-05-14,22.0,27.0,15.0,3.0,5.0,6.0
2020-05-15,32.0,29.0,18.0,2.0,6.0,7.0
2020-05-16,35.0,24.0,15.0,4.0,6.0,7.0
2020-05-17,26.0,28.0,30.0,6.0,6.0,9.0
2020-05-18,32.0,39.0,18.0,8.0,6.0,10.0
2020-05-19,49.0,32.0,17.0,10.0,6.0,10.0
2020-05-20,33.0,45.0,24.0,12.0,6.0,11.0
2020-05-21,44.0,41.0,15.0,10.0,6.0,9.0
2020-05-22,38.0,28.0,19.0,7.0,6.0,8.0
2020-05-23,37.0,37.0,17.0,8.0,6.0,9.0
2020-05-24,48.0,30.0,26.0,7.0,6.0,9.0
2020-05-25,34.0,21.0,20.0,4.0,7.0,5.0
2020-05-26,27.0,27.0,21.0,7.0,7.0,7.0
2020-05-27,35.0,47.0,24.0,9.0,8.0,10.0
2020-05-28,56.0,35.0,18.0,9.0,6.0,9.0
2020-05-29,41.0,31.0,19.0,9.0,6.0,9.0
2020-05-30,34.0,32.0,17.0,6.0,6.0,7.0
2020-05-31,28.0,29.0,16.0,11.0,7.0,11.0
2020-06-01,24.0,39.0,15.0,11.0,7.0,11.0
2020-06-02,41.0,32.0,31.0,7.0,6.0,9.0
2020-06-03,35.0,32.0,24.0,7.0,6.0,8.0
2020-06-04,36.0,36.0,24.0,11.0,6.0,10.0
2020-06-05,47.0,40.0,17.0,13.0,7.0,10.0
2020-06-06,51.0,42.0,18.0,13.0,8.0,8.0
2020-06-07,42.0,39.0,15.0,11.0,9.0,7.0
2020-06-08,36.0,50.0,26.0,16.0,10.0,9.0
2020-06-09,37.0,36.0,20.0,14.0,7.0,8.0
2020-06-10,33.0,31.0,17.0,13.0,7.0,9.0
2020-06-11,34.0,30.0,19.0,13.0,7.0,7.0
2020-06-12,29.0,28.0,17.0,12.0,7.0,7.0
2020-06-13,28.0,28.0,12.0,12.0,7.0,9.0
2020-06-14,35.0,25.0,12.0,16.0,6.0,11.0
2020-06-15,35.0,26.0,16.0,11.0,1.0,6.0
2020-06-16,21.0,30.0,13.0,11.0,2.0,6.0
2020-06-17,22.0,25.0,11.0,11.0,1.0,7.0
2020-06-18,18.0,24.0,12.0,13.0,1.0,8.0
2020-06-19,20.0,23.0,20.0,10.0,1.0,5.0
2020-06-20,21.0,27.0,23.0,10.0,1.0,4.0
2020-06-21,24.0,28.0,18.0,13.0,1.0,7.0
2020-06-22,21.0,33.0,22.0,17.0,2.0,7.0
2020-06-23,22.0,36.0,16.0,18.0,1.0,8.0
2020-06-24,23.0,43.0,20.0,19.0,2.0,10.0
2020-06-25,50.0,30.0,18.0,11.0,1.0,6.0
2020-06-26,23.0,27.0,27.0,12.0,1.0,4.0
2020-06-27,20.0,27.0,23.0,11.0,1.0,4.0
2020-06-28,23.0,31.0,18.0,15.0,3.0,9.0
2020-06-29,28.0,31.0,26.0,17.0,1.0,8.0
2020-06-30,30.0,32.0,17.0,17.0,2.0,11.0
2020-01-01,153.0,65.0,5.0,25.0,4.0,15.0
2020-01-02,118.0,44.0,6.0,21.0,3.0,10.0
2020-01-03,59.0,44.0,6.0,21.0,3.0,12.0
2020-01-04,70.0,46.0,6.0,18.0,2.0,9.0
2020-01-05,66.0,47.0,7.0,17.0,2.0,9.0
2020-01-06,63.0,51.0,6.0,22.0,2.0,13.0
2020-01-07,84.0,48.0,6.0,18.0,3.0,12.0
2020-01-08,62.0,49.0,6.0,22.0,4.0,11.0
2020-01-09,70.0,41.0,6.0,15.0,3.0,8.0
2020-01-10,52.0,42.0,6.0,12.0,3.0,9.0
2020-01-11,57.0,38.0,7.0,13.0,4.0,8.0
2020-01-12,61.0,77.0,4.0,19.0,8.0,14.0
2020-01-13,149.0,90.0,5.0,28.0,8.0,18.0
2020-01-14,171.0,37.0,6.0,13.0,3.0,7.0
2020-01-15,54.0,41.0,6.0,15.0,6.0,12.0
2020-01-16,60.0,36.0,8.0,13.0,5.0,8.0
2020-01-17,62.0,49.0,8.0,12.0,3.0,10.0
2020-01-18,97.0,36.0,10.0,10.0,3.0,7.0
2020-01-19,66.0,46.0,12.0,13.0,3.0,11.0
2020-01-20,92.0,67.0,7.0,20.0,4.0,15.0
2020-01-21,140.0,56.0,9.0,15.0,3.0,14.0
2020-01-22,111.0,31.0,12.0,9.0,2.0,7.0
2020-01-23,53.0,23.0,11.0,6.0,2.0,5.0
2020-01-24,43.0,19.0,17.0,5.0,2.0,4.0
2020-01-25,35.0,15.0,18.0,9.0,2.0,5.0
2020-01-26,23.0,24.0,15.0,9.0,3.0,5.0
2020-01-27,36.0,36.0,14.0,9.0,3.0,5.0
2020-01-28,62.0,46.0,14.0,7.0,3.0,5.0
2020-01-29,86.0,56.0,13.0,16.0,3.0,8.0
2020-01-30,115.0,57.0,9.0,26.0,5.0,10.0
2020-01-31,109.0,70.0,10.0,20.0,4.0,9.0
2020-02-01,142.0,83.0,12.0,15.0,4.0,10.0
2020-02-02,171.0,60.0,14.0,10.0,3.0,13.0
2020-02-03,124.0,15.0,18.0,1.0,3.0,5.0
2020-02-04,29.0,24.0,19.0,1.0,4.0,9.0
2020-02-05,46.0,58.0,6.0,6.0,4.0,15.0
2020-02-06,107.0,57.0,2.0,6.0,3.0,15.0
2020-02-07,108.0,33.0,2.0,10.0,4.0,8.0
2020-02-08,58.0,15.0,5.0,14.0,3.0,5.0
2020-02-09,27.0,43.0,3.0,18.0,7.0,11.0
2020-02-10,77.0,52.0,8.0,22.0,5.0,11.0
2020-02-11,99.0,57.0,4.0,26.0,4.0,14.0
2020-02-12,108.0,42.0,8.0,21.0,3.0,15.0
2020-02-13,81.0,30.0,14.0,16.0,3.0,12.0
2020-02-14,51.0,40.0,15.0,18.0,3.0,12.0
2020-02-15,62.0,27.0,15.0,12.0,4.0,4.0
2020-02-16,36.0,40.0,13.0,17.0,6.0,6.0
2020-02-17,64.0,52.0,14.0,28.0,15.0,8.0
2020-02-18,84.0,63.0,7.0,33.0,18.0,10.0
2020-02-19,116.0,86.0,6.0,25.0,8.0,11.0
2020-02-20,160.0,98.0,6.0,26.0,5.0,12.0
2020-02-21,189.0,82.0,16.0,30.0,5.0,16.0
2020-02-22,168.0,71.0,13.0,32.0,5.0,14.0
2020-02-23,137.0,51.0,12.0,25.0,4.0,9.0
2020-02-24,90.0,47.0,7.0,20.0,4.0,9.0
2020-02-25,81.0,42.0,5.0,29.0,4.0,13.0
2020-02-26,65.0,41.0,7.0,24.0,4.0,10.0
2020-02-27,66.0,33.0,7.0,18.0,3.0,9.0
2020-02-28,48.0,34.0,11.0,16.0,3.0,7.0
2020-02-29,47.0,32.0,12.0,15.0,3.0,8.0
2020-03-01,51.0,28.0,11.0,14.0,3.0,9.0
2020-03-02,43.0,22.0,11.0,15.0,3.0,6.0
2020-03-03,34.0,23.0,28.0,17.0,4.0,6.0
2020-03-04,38.0,31.0,8.0,13.0,4.0,9.0
2020-03-05,51.0,61.0,10.0,22.0,6.0,12.0
2020-03-06,112.0,45.0,9.0,21.0,4.0,12.0
2020-03-07,72.0,45.0,17.0,18.0,3.0,9.0
2020-03-08,76.0,54.0,33.0,18.0,3.0,9.0
2020-03-09,100.0,45.0,17.0,17.0,4.0,7.0
2020-03-10,70.0,52.0,15.0,28.0,6.0,12.0
2020-03-11,83.0,40.0,13.0,21.0,4.0,13.0
2020-03-12,71.0,40.0,14.0,14.0,4.0,11.0
2020-03-13,74.0,37.0,13.0,16.0,5.0,8.0
2020-03-14,60.0,51.0,10.0,18.0,6.0,9.0
2020-03-15,95.0,59.0,5.0,22.0,7.0,17.0
2020-03-16,121.0,31.0,11.0,21.0,4.0,16.0
2020-03-17,59.0,16.0,7.0,9.0,4.0,8.0
2020-03-18,32.0,17.0,7.0,8.0,4.0,6.0
2020-03-19,31.0,47.0,8.0,22.0,5.0,12.0
2020-03-20,80.0,31.0,16.0,13.0,4.0,9.0
2020-03-21,57.0,22.0,15.0,8.0,4.0,7.0
2020-03-22,40.0,27.0,14.0,11.0,4.0,10.0
2020-03-23,48.0,19.0,14.0,7.0,4.0,6.0
2020-03-24,31.0,17.0,14.0,7.0,4.0,5.0
2020-03-25,27.0,13.0,14.0,4.0,4.0,4.0
2020-03-26,23.0,19.0,17.0,5.0,4.0,7.0
2020-03-27,32.0,21.0,14.0,4.0,4.0,6.0
2020-03-28,34.0,14.0,46.0,2.0,4.0,4.0
2020-03-29,25.0,63.0,35.0,1.5,4.5,7.0
2024-12-31,25.0,112.0,24.0,1.0,5.0,10.0
2024-10-01,25.0,42.0,9.0,1.0,5.0,6.0
2024-07-24,25.0,36.0,7.0,1.0,4.0,10.0
2024-09-26,25.0,60.0,9.0,1.0,5.0,8.0
2024-04-14,25.0,66.0,11.0,1.0,8.0,7.0
2024-04-15,25.0,58.0,10.0,1.0,8.0,4.0
2024-04-16,25.0,56.0,10.0,1.0,7.0,5.0
2024-04-17,25.0,57.0,10.0,1.0,8.0,5.0
2024-04-18,25.0,59.0,10.0,1.0,7.0,6.0
2024-04-19,25.0,69.0,11.0,1.0,7.0,7.0
2024-04-20,25.0,68.0,9.0,1.0,7.0,6.0
2024-04-21,25.0,63.0,9.0,1.0,7.0,9.0
2024-04-22,25.0,67.0,9.0,1.0,8.0,9.0
2024-04-23,25.0,72.0,9.0,1.0,8.0,9.0
2024-05-07,25.0,56.0,9.0,1.0,8.0,9.0
2024-01-23,25.0,40.0,9.0,15.0,7.0,5.0
2023-11-21,25.0,102.0,14.0,40.0,24.0,9.0
2023-12-28,25.0,104.0,22.0,38.0,25.0,10.0
2023-02-09,25.0,51.0,5.0,24.0,20.0,7.0
2023-02-24,25.0,49.0,22.0,33.0,20.0,7.0
2022-06-16,25.0,17.0,7.0,18.0,14.0,7.0
2021-08-29,25.0,7.0,23.0,11.0,10.0,3.0
2021-05-03,25.0,19.0,18.0,14.0,7.0,4.0
2021-05-28,25.0,9.0,24.0,14.0,9.0,4.0
2020-03-31,25.0,36.0,7.0,6.0,5.0,5.0
2024-09-20,25.0,36.0,9.0,1.0,5.0,7.0
2024-09-22,25.0,36.0,9.0,1.0,4.0,10.0
2024-09-23,25.0,36.0,9.0,1.0,5.0,7.0
2023-12-26,25.0,36.0,5.0,38.0,25.0,9.0
2023-12-27,25.0,36.0,31.0,37.0,25.0,9.0
2024-09-21,25.0,36.0,31.0,1.0,5.0,3.0
2024-09-24,25.0,36.0,31.0,1.0,5.0,10.0
2024-09-25,25.0,36.0,31.0,1.0,5.0,9.0
