date,pm25,pm10,o3,no2,so2,co
2023-08-10,76.0,63.0,6.0,33.0,21.0,13.0
2023-08-11,94.0,58.0,8.0,28.0,20.0,9.0
2023-08-12,73.0,55.0,12.0,24.0,19.0,5.0
2023-08-13,75.0,49.0,11.0,32.0,20.0,8.0
2023-08-14,54.0,42.0,11.0,30.0,19.0,8.0
2023-08-15,58.0,61.0,7.0,36.0,20.0,11.0
2023-08-16,80.0,62.0,13.0,29.0,20.0,9.0
2023-08-17,86.0,53.0,12.0,28.0,20.0,8.0
2023-08-18,63.0,64.0,7.0,38.0,20.0,12.0
2023-08-19,92.0,47.0,6.0,27.0,20.0,9.0
2023-08-20,57.0,55.0,6.0,35.0,20.0,11.0
2023-08-21,67.0,55.0,8.0,31.0,20.0,9.0
2023-08-22,63.0,55.0,16.0,27.0,19.0,7.0
2023-08-23,70.0,45.0,8.0,30.0,18.0,8.0
2023-08-24,59.0,55.0,9.0,26.0,19.0,7.0
2023-08-25,79.0,43.0,8.0,28.0,20.0,8.0
2023-08-26,50.0,54.0,12.0,28.0,20.0,9.0
2023-08-27,71.0,35.0,9.0,23.0,20.0,7.0
2023-08-28,45.0,46.0,10.0,22.0,19.0,6.0
2023-08-29,62.0,41.0,20.0,22.0,19.0,5.0
2023-08-30,53.0,55.0,26.0,29.0,19.0,6.0
2023-08-31,88.0,64.0,25.0,26.0,19.0,5.0
2023-09-01,104.0,60.0,23.0,23.0,19.0,5.0
2023-09-02,104.0,55.0,15.0,24.0,20.0,5.0
2023-09-03,81.0,26.0,9.0,18.0,19.0,3.0
2023-09-04,37.0,42.0,10.0,25.0,20.0,7.0
2023-09-05,57.0,64.0,12.0,25.0,20.0,6.0
2023-09-06,98.0,58.0,20.0,22.0,20.0,6.0
2023-09-07,92.0,43.0,14.0,19.0,19.0,4.0
2023-09-08,59.0,49.0,12.0,23.0,20.0,7.0
2023-09-09,70.0,59.0,12.0,22.0,19.0,6.0
2023-09-10,98.0,61.0,11.0,27.0,20.0,8.0
2023-09-11,90.0,60.0,7.0,33.0,20.0,9.0
2023-09-12,93.0,32.0,9.0,17.0,19.0,4.0
2023-09-13,43.0,13.0,8.0,15.0,19.0,3.0
2023-09-14,31.0,4.0,9.0,19.0,19.0,5.0
2023-09-15,51.0,6.5,8.0,24.0,19.0,7.0
2023-09-16,77.0,9.0,7.0,26.0,20.0,7.0
2023-09-17,78.0,11.5,7.0,30.0,20.0,10.0
2023-09-18,65.0,14.0,7.0,25.0,19.0,8.0
2023-09-19,50.0,21.0,7.0,21.0,20.0,7.0
2023-09-20,31.0,25.0,6.0,21.0,20.0,7.0
2023-09-21,35.0,24.0,6.0,23.0,20.0,6.0
2023-09-22,35.0,26.0,6.0,25.0,20.0,7.0
2023-09-23,37.0,38.0,6.0,28.0,20.0,7.0
2023-09-24,58.0,51.0,8.0,24.0,20.0,6.0
2023-09-25,86.0,48.0,6.0,21.0,20.0,5.0
2023-09-26,77.0,23.0,6.0,19.0,20.0,6.0
2023-09-27,34.0,29.0,6.0,21.0,20.0,6.0
2023-09-28,43.0,51.0,8.0,25.0,20.0,8.0
2023-09-29,81.0,59.0,9.0,22.0,20.0,6.0
2023-09-30,105.0,41.0,6.0,25.0,20.0,6.0
2023-04-01,104.0,49.0,9.0,26.0,20.0,9.0
2023-04-02,69.0,54.0,11.0,25.0,18.0,9.0
2023-04-03,72.0,70.0,12.0,30.0,19.0,12.0
2023-04-04,95.0,77.0,12.0,30.0,18.0,8.0
2023-04-05,121.0,70.0,13.0,27.0,18.0,8.0
2023-04-06,105.0,69.0,10.0,31.0,18.0,7.0
2023-04-07,91.0,73.0,15.0,24.0,18.0,3.0
2023-04-08,103.0,71.0,9.0,28.0,19.0,6.0
2023-04-09,108.0,59.0,5.0,33.0,19.0,10.0
2023-04-10,99.0,61.0,7.0,31.0,19.0,11.0
2023-04-11,101.0,60.0,9.0,32.0,19.0,12.0
2023-04-12,94.0,45.0,10.0,28.0,18.0,8.0
2023-04-13,61.0,48.0,11.0,32.0,18.0,13.0
2023-04-14,71.0,68.0,12.0,31.0,18.0,11.0
2023-04-15,105.0,74.0,10.0,34.0,18.0,9.0
2023-04-16,99.0,70.0,12.0,25.0,17.0,6.0
2023-04-17,100.0,60.0,13.0,24.0,18.0,13.0
2023-04-18,84.0,83.0,19.0,27.0,18.0,11.0
2023-04-19,122.0,87.0,18.0,40.0,19.0,12.0
2023-04-20,127.0,85.0,17.0,40.0,18.0,11.0
2023-04-21,130.0,77.0,17.0,24.0,18.0,8.0
2023-04-22,109.0,61.0,17.0,21.0,17.0,5.0
2023-04-23,83.0,59.0,18.0,21.0,18.0,7.0
2023-04-24,72.0,46.0,16.0,25.0,17.0,4.0
2023-04-25,42.0,55.0,12.0,29.0,18.0,5.0
2023-04-26,68.0,66.0,13.0,32.0,18.0,5.0
2023-04-27,96.0,54.0,12.0,22.0,18.0,5.0
2023-04-28,58.0,46.0,12.0,25.0,18.0,4.0
2023-04-29,41.0,57.0,12.0,25.0,18.0,3.0
2023-04-30,53.0,80.0,22.0,26.0,18.0,3.0
2023-05-01,100.0,67.0,16.0,21.0,18.0,2.0
2023-05-02,70.0,45.0,14.0,14.0,17.0,1.0
2023-05-03,45.0,49.0,20.0,16.0,17.0,5.0
2023-05-04,60.0,63.0,25.0,24.0,18.0,8.0
2023-05-05,77.0,72.0,31.0,22.0,18.0,6.0
2023-05-06,99.0,66.0,25.0,21.0,18.0,4.0
2023-05-07,90.0,47.0,69.0,27.0,18.0,5.0
2023-05-08,51.0,58.0,25.0,30.0,19.0,10.0
2023-05-09,83.0,54.0,34.0,26.0,18.0,9.0
2023-05-10,74.0,44.0,60.0,32.0,18.0,7.0
2023-05-11,40.0,40.0,14.0,26.0,18.0,7.0
2023-05-12,41.0,32.0,18.0,18.0,18.0,2.0
2023-05-13,35.0,39.0,19.0,25.0,18.0,6.0
2023-05-14,56.0,52.0,33.0,29.0,18.0,6.0
2023-05-15,67.0,50.0,36.0,23.0,18.0,6.0
2023-05-16,65.0,72.0,39.0,29.0,18.0,7.0
2023-05-17,103.0,81.0,36.0,24.0,19.0,8.0
2023-05-18,122.0,67.0,38.0,44.0,19.0,8.0
2023-05-19,96.0,68.0,102.0,24.0,18.0,6.0
2023-05-20,104.0,63.0,102.0,21.0,18.0,5.0
2023-05-21,92.0,67.0,126.0,24.0,18.0,8.0
2023-05-22,95.0,65.0,103.0,27.0,18.0,6.0
2023-05-23,91.0,62.0,74.0,21.0,18.0,5.0
2023-05-24,90.0,51.0,53.0,33.0,18.0,9.0
2023-05-25,59.0,50.0,46.0,25.0,19.0,9.0
2023-05-26,56.0,47.0,61.0,22.0,18.0,7.0
2023-05-27,49.0,39.0,55.0,18.0,18.0,5.0
2023-05-28,46.0,53.0,77.0,33.0,18.0,8.0
2023-05-29,62.0,58.0,49.0,31.0,19.0,8.0
2023-05-30,69.0,62.0,41.0,27.0,19.0,7.0
2023-05-31,86.0,61.0,80.0,23.0,19.0,7.0
2023-06-01,95.0,61.0,92.0,32.0,19.0,9.0
2023-06-02,82.0,57.0,34.0,25.0,18.0,6.0
2023-06-03,72.0,59.0,36.0,30.0,18.0,6.0
2023-06-04,75.0,57.0,28.0,33.0,19.0,10.0
2023-06-05,83.0,55.0,37.0,21.0,19.0,7.0
2023-06-06,77.0,52.0,60.0,23.0,19.0,5.0
2023-06-07,75.0,65.0,40.0,31.0,19.0,9.0
2023-06-08,114.0,40.0,25.0,22.0,18.0,8.0
2023-06-09,47.0,61.0,24.0,32.0,18.0,9.0
2023-06-10,89.0,67.0,29.0,19.0,18.0,5.0
2023-06-11,115.0,65.0,22.0,29.0,19.0,12.0
2023-06-12,101.0,49.0,26.0,20.0,18.0,5.0
2023-06-13,78.0,35.0,15.0,19.0,18.0,6.0
2023-06-14,42.0,44.0,40.0,26.0,18.0,9.0
2023-06-15,51.0,53.0,135.0,34.0,18.0,9.0
2023-06-16,58.0,49.0,106.5,24.0,18.0,6.0
2023-06-17,47.0,39.0,78.0,22.0,18.0,7.0
2023-06-18,41.0,55.0,49.5,29.0,19.0,10.0
2023-06-19,54.0,57.0,21.0,30.0,19.0,10.0
2023-06-20,66.0,56.0,127.0,31.0,19.0,10.0
2023-06-21,62.0,65.0,138.0,37.0,19.0,13.0
2023-06-22,78.0,41.0,13.0,22.0,18.0,6.0
2023-06-23,49.0,40.0,12.0,24.0,19.0,11.0
2023-06-24,45.0,22.0,11.0,20.0,18.0,7.0
2023-06-25,25.0,50.0,10.0,28.0,19.0,12.0
2023-06-26,60.0,53.0,9.0,27.0,19.0,10.0
2023-06-27,57.0,35.0,8.0,20.0,19.0,6.0
2023-06-28,36.0,36.0,7.0,17.0,18.0,5.0
2023-06-29,41.0,47.0,6.0,25.0,18.0,8.0
2023-06-30,50.0,52.0,5.0,25.0,18.0,8.0
2023-01-02,164.0,59.0,4.0,29.0,18.0,8.0
2023-01-03,123.0,100.0,3.0,37.0,18.0,11.0
2023-01-04,173.0,81.0,5.0,31.0,18.0,8.0
2023-01-05,153.0,56.0,9.0,20.0,18.0,4.0
2023-01-06,97.0,75.0,10.0,36.0,18.0,11.0
2023-01-07,137.0,118.0,11.0,43.0,18.0,10.0
2023-01-08,197.0,114.0,10.0,39.0,18.0,11.0
2023-01-09,195.0,104.0,3.0,31.0,18.0,9.0
2023-01-10,178.0,81.0,2.0,21.0,18.0,10.0
2023-01-11,148.0,57.0,1.0,19.0,18.0,10.0
2023-01-12,98.0,62.0,2.0,23.0,18.0,11.0
2023-01-13,108.0,77.0,10.0,24.0,18.0,9.0
2023-01-14,136.0,62.0,5.0,16.0,18.0,6.0
2023-01-15,107.0,33.0,6.0,13.0,17.0,5.0
2023-01-16,50.0,62.0,6.0,8.0,18.0,4.0
2023-01-17,102.0,65.0,9.0,9.0,18.0,6.0
2023-01-18,108.0,91.0,7.0,10.0,18.0,8.0
2023-01-19,160.0,99.0,7.0,9.0,18.0,9.0
2023-01-20,177.0,121.0,17.0,14.0,18.0,7.0
2023-01-21,197.0,120.0,8.0,14.0,18.0,7.0
2023-01-22,207.0,86.0,4.0,15.0,18.0,5.0
2023-01-23,151.0,50.0,13.0,10.0,17.0,2.0
2023-01-24,68.0,67.0,11.0,12.0,18.0,3.0
2023-01-25,112.0,82.0,7.0,9.0,18.0,5.0
2023-01-26,143.0,72.0,10.0,10.0,18.0,4.0
2023-01-27,127.0,68.0,14.0,12.0,18.0,4.0
2023-01-28,107.0,88.0,16.0,15.0,18.0,9.0
2023-01-29,150.0,115.0,14.0,28.0,18.0,7.0
2023-01-30,187.0,89.0,7.0,36.0,18.0,9.0
2023-01-31,155.0,75.0,7.0,35.0,18.0,9.0
2023-02-01,136.0,64.0,2.0,29.0,18.0,9.0
2023-02-02,107.0,52.0,4.5,22.5,19.0,6.0
2023-02-10,57.0,40.0,7.0,16.0,20.0,3.0
2023-02-11,52.0,51.0,7.0,20.0,19.0,4.0
2023-02-12,68.0,61.0,7.0,31.0,20.0,10.0
2023-02-13,88.0,55.0,7.0,23.0,20.0,5.0
2023-02-14,71.0,61.0,11.0,23.0,20.0,4.0
2023-02-15,100.0,73.0,11.0,27.0,20.0,5.0
2023-02-16,130.0,111.0,8.0,41.0,21.0,10.0
2023-02-17,179.0,79.0,7.0,42.0,21.0,9.0
2023-02-18,129.0,84.0,7.0,26.0,20.0,5.0
2023-02-19,145.0,69.0,17.0,29.0,20.0,7.0
2023-02-20,121.0,87.0,13.0,46.0,20.0,10.0
2023-02-21,149.0,71.0,14.0,38.0,20.0,8.0
2023-02-22,99.0,74.0,9.0,41.0,20.0,8.0
2023-02-23,99.0,73.5,17.0,36.0,20.5,6.0
2023-02-25,70.0,73.0,25.0,31.0,21.0,4.0
2023-02-26,123.0,94.0,20.0,42.0,21.0,7.0
2023-02-27,159.0,92.0,15.0,44.0,22.0,8.0
2023-02-28,151.0,81.0,6.0,39.0,22.0,9.0
2023-03-01,123.0,110.0,25.0,38.0,22.0,7.0
2023-03-02,183.0,110.0,17.0,45.0,20.0,8.0
2023-03-03,172.0,77.0,17.666666666666668,26.0,17.0,4.0
2023-03-04,128.0,98.0,18.333333333333332,32.0,17.0,6.0
2023-03-05,167.0,91.0,19.0,39.0,17.0,7.0
2023-03-06,143.0,71.0,19.0,33.0,17.0,6.0
2023-03-07,98.0,68.0,14.0,38.0,18.0,11.0
2023-03-08,88.0,90.0,19.0,29.0,18.0,6.0
2023-03-09,148.0,88.0,12.0,32.0,18.0,6.0
2023-03-10,133.0,73.0,7.0,34.0,18.0,9.0
2023-03-11,104.0,79.0,15.0,34.0,18.0,6.0
2023-03-12,122.0,73.0,19.0,16.0,17.0,2.0
2023-03-13,67.0,94.0,21.0,29.0,17.0,4.0
2023-03-14,118.0,97.0,12.0,37.0,18.0,9.0
2023-03-15,136.0,64.0,11.0,26.0,18.0,5.0
2023-03-16,76.0,56.0,9.0,25.0,18.0,7.0
2023-03-17,65.0,56.0,8.0,25.0,17.0,5.0
2023-03-18,64.0,52.0,8.0,19.0,17.0,3.0
2023-03-19,60.0,53.0,8.0,21.0,17.0,5.0
2023-03-20,66.0,60.0,9.0,31.0,18.0,11.0
2023-03-21,87.0,78.0,15.0,31.0,18.0,8.0
2023-03-22,132.0,78.0,15.0,33.0,18.0,10.0
2023-03-23,117.0,77.0,11.0,31.0,18.0,9.0
2023-03-24,120.0,66.0,11.0,26.0,18.0,9.0
2023-03-25,90.0,51.0,6.0,18.0,19.0,4.0
2023-03-26,56.0,44.0,7.0,19.0,19.0,5.0
2023-03-27,54.0,57.0,7.0,22.0,19.0,5.0
2023-03-28,67.0,50.0,8.0,21.0,19.0,6.0
2023-03-29,69.0,60.0,5.0,26.0,19.0,7.0
2023-03-30,79.0,88.0,5.0,41.0,20.0,14.0
2023-03-31,135.0,68.0,5.0,37.0,21.0,13.0
2022-10-01,29.0,15.0,5.0,20.0,16.0,8.0
2022-10-02,22.0,23.0,6.0,24.0,16.0,11.0
2022-10-03,37.0,28.0,7.0,28.0,16.0,10.0
2022-10-04,44.0,27.0,6.0,30.0,16.0,8.0
2022-10-05,41.0,28.0,7.0,31.0,16.0,10.0
2022-10-06,44.0,27.0,6.0,33.0,16.0,12.0
2022-10-07,41.0,24.0,8.0,32.0,16.0,9.0
2022-10-08,37.0,20.0,6.0,22.0,16.0,4.0
2022-10-09,33.0,14.0,10.0,23.0,16.0,5.0
2022-10-10,19.0,37.0,14.0,26.0,16.0,6.0
2022-10-11,60.0,34.0,20.0,37.0,16.0,6.0
2022-10-12,49.0,35.0,22.0,40.0,16.0,10.0
2022-10-13,52.0,42.0,20.0,33.0,17.0,6.0
2022-10-14,70.0,35.0,23.0,34.0,16.0,7.0
2022-10-15,55.0,40.0,19.0,31.0,16.0,6.0
2022-10-16,70.0,24.0,20.0,27.0,16.0,5.0
2022-10-17,38.0,31.0,25.0,29.0,16.0,4.0
2022-10-18,48.0,35.0,14.0,31.0,16.0,6.0
2022-10-19,59.0,12.0,10.0,18.0,16.0,2.0
2022-10-20,24.0,15.0,4.0,22.0,16.0,5.0
2022-10-21,27.0,30.0,8.0,29.0,16.0,12.0
2022-10-22,48.0,42.0,12.0,34.0,17.0,12.0
2022-10-23,66.0,48.0,19.0,36.0,17.0,9.0
2022-10-24,86.0,36.0,14.0,37.0,16.0,9.0
2022-10-25,60.0,46.0,10.0,34.0,16.0,9.0
2022-10-26,80.0,34.0,6.0,31.0,17.0,9.0
2022-10-27,50.0,39.0,8.0,44.0,17.0,12.0
2022-10-28,55.0,48.0,21.0,40.0,17.0,9.0
2022-10-29,84.0,39.0,16.0,30.0,16.0,7.0
2022-10-30,70.0,18.0,10.0,22.0,17.0,4.0
2022-10-31,29.0,21.0,13.0,28.0,17.0,6.0
2022-11-01,30.0,29.0,17.0,38.0,17.0,12.0
2022-11-02,47.0,5.0,20.0,45.0,18.0,15.0
2022-11-03,11.0,5.0,17.0,40.0,19.0,11.0
2022-11-04,10.0,4.0,19.0,32.0,18.0,6.0
2022-11-05,8.0,5.0,22.0,35.0,18.0,7.0
2022-11-06,9.0,26.0,7.0,47.0,18.0,12.0
2022-11-07,43.0,54.0,18.0,37.0,18.0,9.0
2022-11-08,101.0,49.0,18.0,35.0,18.0,8.0
2022-11-09,92.0,44.0,2.0,36.0,19.0,12.0
2022-11-10,77.0,38.0,2.0,34.0,19.0,11.0
2022-11-11,66.0,28.0,4.0,33.0,19.0,10.0
2022-11-12,44.0,36.0,3.0,33.0,19.0,9.0
2022-11-13,60.0,34.0,4.0,37.0,19.0,15.0
2022-11-14,53.0,28.0,2.0,29.0,19.0,11.0
2022-11-15,47.0,21.0,3.0,28.0,19.0,9.0
2022-11-16,34.0,16.0,3.0,22.0,19.0,9.0
2022-11-17,25.0,19.0,3.0,25.0,18.0,9.0
2022-11-18,29.0,22.0,3.0,28.0,17.0,11.0
2022-11-19,33.0,26.0,7.0,24.0,17.0,7.0
2022-11-20,42.0,41.0,4.0,37.0,17.0,11.0
2022-11-21,67.0,41.0,7.0,31.0,17.0,8.0
2022-11-22,73.0,35.0,6.0,26.0,17.0,8.0
2022-11-23,62.0,21.0,2.0,19.0,17.0,5.0
2022-11-24,38.0,24.0,1.0,21.0,17.0,8.0
2022-11-25,40.0,27.0,2.0,18.0,17.0,10.0
2022-11-26,45.0,17.0,3.0,17.0,17.0,3.0
2022-11-27,26.0,15.0,3.0,20.0,17.0,6.0
2022-11-28,21.0,19.0,4.0,21.0,17.0,7.0
2022-11-29,28.0,13.0,3.0,17.0,17.0,6.0
2022-11-30,19.0,1.0,1.0,13.0,17.0,3.0
2022-12-01,3.0,12.0,4.0,15.0,17.0,3.0
2022-12-02,22.0,22.0,5.0,23.0,17.0,5.0
2022-12-03,38.0,17.0,2.0,14.0,17.0,3.0
2022-12-04,30.0,13.0,3.0,17.0,17.0,4.0
2022-12-05,20.0,34.0,5.0,28.0,17.0,8.0
2022-12-06,58.0,39.0,7.0,24.0,17.0,5.0
2022-12-07,71.0,27.0,2.0,18.0,17.0,5.0
2022-12-08,50.0,26.0,2.0,17.0,17.0,4.0
2022-12-09,49.0,23.0,2.0,17.0,17.0,4.0
2022-12-10,43.0,33.0,7.0,26.0,17.0,7.0
2022-12-11,57.0,35.0,15.0,32.0,17.0,11.0
2022-12-12,64.0,34.0,11.0,45.0,17.0,9.0
2022-12-13,56.0,31.0,17.0,33.0,17.0,7.0
2022-12-14,53.0,35.0,14.0,47.0,18.0,9.0
2022-12-15,59.0,40.0,22.0,44.0,18.0,9.0
2022-12-16,72.0,19.0,13.0,25.0,17.0,4.0
2022-12-17,31.0,13.0,15.0,25.0,17.0,3.0
2022-12-18,21.0,30.0,14.0,41.0,17.0,8.0
2022-12-19,52.0,41.0,9.0,49.0,17.0,9.0
2022-12-20,70.0,29.0,18.0,40.0,18.0,13.0
2022-12-21,49.0,40.0,17.0,41.0,18.0,9.0
2022-12-22,71.0,28.0,8.0,45.0,18.0,8.0
2022-12-23,49.0,21.0,16.0,44.0,18.0,8.0
2022-12-24,39.0,19.0,8.0,42.0,18.0,7.0
2022-12-25,36.0,11.0,6.0,43.0,18.0,10.0
2022-12-26,23.0,9.0,5.0,43.0,18.0,10.0
2022-12-27,19.0,10.0,4.0,27.0,18.0,4.0
2022-12-28,20.0,19.0,5.0,17.0,18.0,4.0
2022-12-29,53.0,33.0,5.0,21.0,18.0,5.0
2022-12-30,94.0,47.0,5.0,23.0,18.0,5.0
2022-12-31,129.0,54.0,11.0,32.0,18.0,7.0
2023-01-01,144.0,66.0,8.0,28.0,18.0,6.0
2022-07-01,37.0,17.0,9.0,21.0,14.0,3.0
2022-07-02,24.0,15.0,11.0,22.0,14.0,3.0
2022-07-03,21.0,22.0,11.0,28.0,14.0,5.0
2022-07-04,33.0,22.0,8.0,27.0,14.0,8.0
2022-07-05,32.0,33.0,10.0,31.0,14.0,9.0
2022-07-06,53.0,19.0,6.0,23.0,14.0,10.0
2022-07-07,28.0,25.0,6.0,27.0,14.0,10.0
2022-07-08,39.0,32.0,6.0,25.0,14.0,9.0
2022-07-09,51.0,26.0,8.0,21.0,14.0,4.0
2022-07-10,43.0,20.0,6.0,25.0,14.0,5.0
2022-07-11,31.0,19.0,6.0,25.0,15.0,8.0
2022-07-12,30.0,20.0,7.0,24.0,15.0,7.0
2022-07-13,30.0,22.0,6.0,23.0,15.0,5.0
2022-07-14,36.0,13.0,6.0,23.0,15.0,5.0
2022-07-15,21.0,12.0,6.0,20.0,14.0,4.0
2022-07-16,18.0,13.0,7.0,21.0,15.0,4.0
2022-07-17,20.0,19.0,6.0,29.0,15.0,9.0
2022-07-18,29.0,16.0,5.0,23.0,15.0,7.0
2022-07-19,24.0,17.0,5.0,23.0,15.0,9.0
2022-07-20,25.0,22.0,5.0,20.0,15.0,9.0
2022-07-21,36.0,17.0,2.0,23.0,15.0,9.0
2022-07-22,27.0,21.0,2.0,23.0,15.0,3.0
2022-07-23,35.0,14.0,2.0,20.0,15.0,3.0
2022-07-24,21.0,14.0,2.0,21.0,15.0,4.0
2022-07-25,21.0,15.0,2.0,21.0,15.0,4.0
2022-07-26,22.0,14.0,2.0,20.0,15.0,3.0
2022-07-27,20.0,19.0,3.0,26.0,15.0,7.0
2022-07-28,28.0,23.0,3.0,28.0,15.0,7.0
2022-07-29,36.0,22.0,5.0,30.0,15.0,7.0
2022-07-30,35.0,15.0,2.0,27.0,15.0,4.0
2022-07-31,23.0,19.0,3.0,27.0,15.0,6.0
2022-08-01,31.0,19.0,3.0,29.0,16.0,7.0
2022-08-02,31.0,18.0,5.0,29.0,15.0,7.0
2022-08-03,29.0,19.0,3.0,29.0,15.0,7.0
2022-08-04,28.0,17.0,4.0,30.0,15.0,6.0
2022-08-05,27.0,16.0,2.0,27.0,15.0,11.0
2022-08-06,26.0,20.0,3.0,25.0,15.0,7.0
2022-08-07,33.0,18.0,6.0,21.0,15.0,6.0
2022-08-08,29.0,12.0,7.0,23.0,15.0,5.0
2022-08-09,20.0,14.0,8.0,20.0,15.0,4.0
2022-08-10,23.0,7.0,6.0,17.0,15.0,6.0
2022-08-11,12.0,14.0,5.0,27.0,15.0,15.0
2022-08-12,22.0,23.0,8.0,30.0,15.0,10.0
2022-08-13,36.0,14.0,7.0,24.0,15.0,8.0
2022-08-14,22.0,13.0,5.0,26.0,15.0,9.0
2022-08-15,18.0,17.0,8.0,30.0,15.0,9.0
2022-08-16,23.0,17.0,6.0,26.0,15.0,9.0
2022-08-17,24.0,18.0,11.0,27.0,15.0,7.0
2022-08-18,26.0,18.0,14.0,29.0,15.0,8.0
2022-08-19,27.0,11.0,7.0,24.0,15.0,6.0
2022-08-20,18.0,8.0,5.0,20.0,15.0,8.0
2022-08-21,14.0,9.0,5.0,24.0,15.0,9.0
2022-08-22,13.0,16.0,5.0,25.0,15.0,11.0
2022-08-23,25.0,23.0,14.0,31.0,15.0,8.0
2022-08-24,37.0,22.0,7.0,27.0,15.0,9.0
2022-08-25,38.0,9.0,7.0,17.0,15.0,6.0
2022-08-26,14.0,13.0,7.0,24.0,15.0,8.0
2022-08-27,19.0,12.0,7.0,19.0,15.0,5.0
2022-08-28,19.0,12.0,7.0,18.0,15.0,6.0
2022-08-29,18.0,16.0,5.0,26.0,15.0,9.0
2022-08-30,23.0,19.0,6.0,33.0,15.0,11.0
2022-08-31,29.0,21.0,8.0,21.0,15.0,4.0
2022-09-01,36.0,18.0,12.0,21.0,15.0,4.0
2022-09-02,30.0,23.0,13.0,30.0,15.0,7.0
2022-09-03,38.0,19.0,9.0,21.0,15.0,4.0
2022-09-04,32.0,16.0,11.0,29.0,15.0,9.0
2022-09-05,24.0,26.0,18.0,32.0,15.0,7.0
2022-09-06,41.0,35.0,18.0,35.0,15.0,8.0
2022-09-07,57.0,19.0,7.0,19.0,15.0,5.0
2022-09-08,35.0,18.0,6.0,26.0,15.0,10.0
2022-09-09,30.0,26.0,10.0,29.0,15.0,9.0
2022-09-10,42.0,22.0,6.0,29.0,15.0,8.0
2022-09-11,36.0,24.0,11.0,35.0,15.0,10.0
2022-09-12,36.0,31.0,19.0,29.0,15.0,7.0
2022-09-13,51.0,39.0,18.0,34.0,15.0,9.0
2022-09-14,65.0,27.0,8.0,35.0,16.0,9.0
2022-09-15,44.0,25.0,4.0,29.0,16.0,14.0
2022-09-16,39.0,27.0,4.0,33.0,16.0,10.0
2022-09-17,42.0,34.0,16.0,35.0,16.0,10.0
2022-09-18,60.0,22.0,14.0,33.0,16.0,9.0
2022-09-19,37.0,28.0,11.0,28.0,16.0,7.0
2022-09-20,46.0,24.0,8.0,28.0,16.0,7.0
2022-09-21,41.0,23.0,5.0,33.0,16.0,10.0
2022-09-22,38.0,21.0,14.0,25.0,15.0,5.0
2022-09-23,37.0,21.0,10.0,21.0,16.0,4.0
2022-09-24,41.0,23.0,11.0,22.0,15.0,4.0
2022-09-25,42.0,25.0,14.0,33.0,16.0,11.0
2022-09-26,43.0,36.0,17.0,32.0,16.0,11.0
2022-09-27,62.0,36.0,7.0,26.0,16.0,6.0
2022-09-28,65.0,24.0,7.0,25.0,16.0,8.0
2022-09-29,44.0,17.0,5.0,21.0,16.0,10.0
2022-09-30,30.0,17.0,5.0,21.0,16.0,11.0
2022-04-01,13.0,11.0,23.0,14.0,13.0,3.0
2022-04-02,18.0,27.0,24.0,20.0,14.0,5.0
2022-04-03,45.0,44.0,21.0,33.0,16.0,6.0
2022-04-04,77.0,56.0,27.0,36.0,17.0,7.0
2022-04-05,103.0,61.0,36.0,38.0,15.0,9.0
2022-04-06,121.0,57.0,29.0,31.0,17.0,7.0
2022-04-07,115.0,54.0,35.0,41.0,18.0,9.0
2022-04-08,109.0,36.0,21.0,30.0,14.0,6.0
2022-04-09,66.0,24.0,13.0,26.0,13.0,6.0
2022-04-10,46.0,26.0,6.0,29.0,13.0,9.0
2022-04-11,50.0,21.0,6.0,21.0,12.0,6.0
2022-04-12,39.0,23.0,17.0,28.0,15.0,8.0
2022-04-13,44.0,23.0,8.0,26.0,13.0,8.0
2022-04-14,44.0,21.0,8.0,21.0,12.0,7.0
2022-04-15,41.0,14.0,7.0,23.0,12.0,6.0
2022-04-16,27.0,12.0,4.0,12.0,12.0,4.0
2022-04-17,25.0,10.0,6.0,16.0,12.0,5.0
2022-04-18,18.0,20.0,19.0,21.0,15.0,6.0
2022-04-19,39.0,35.0,19.0,29.0,17.0,11.0
2022-04-20,66.0,35.0,18.0,27.0,17.0,11.0
2022-04-21,68.0,18.0,9.0,17.0,15.0,6.0
2022-04-22,35.0,20.0,8.0,17.0,15.0,8.0
2022-04-23,38.0,19.0,9.0,12.0,14.0,5.0
2022-04-24,37.0,24.0,8.0,19.0,15.0,9.0
2022-04-25,45.0,23.0,7.0,20.0,15.0,9.0
2022-04-26,43.0,18.0,7.0,17.0,15.0,8.0
2022-04-27,35.0,16.0,7.0,13.0,14.0,6.0
2022-04-28,32.0,24.0,7.0,16.0,15.0,11.0
2022-04-29,46.0,19.0,6.0,14.0,14.0,5.0
2022-04-30,36.0,9.0,7.0,9.0,13.0,3.0
2022-05-01,16.0,12.0,9.0,14.0,13.0,4.0
2022-05-02,23.0,23.0,9.0,20.0,13.0,5.0
2022-05-03,43.0,33.0,15.0,27.0,13.0,7.0
2022-05-04,66.0,37.0,14.0,31.0,13.0,8.0
2022-05-05,62.0,59.0,12.0,28.0,14.0,9.0
2022-05-06,102.0,31.0,6.0,18.0,13.0,7.0
2022-05-07,49.0,25.0,6.0,14.0,13.0,6.0
2022-05-08,39.0,27.0,6.0,12.0,13.0,5.0
2022-05-09,43.0,30.0,6.0,14.0,13.0,8.0
2022-05-10,46.0,44.0,8.0,21.0,14.0,10.0
2022-05-11,68.0,31.0,8.0,22.0,14.0,9.0
